FIPS,y17_M059_valueNumeric,y17_M061_valueNumeric,y17_M063_valueNumeric,y17_M066_valueNumeric,y17_M068_valueNumeric,y17_M070_valueNumeric,y17_M078_valueNumeric,y17_M079_valueNumeric,y17_M080_valueNumeric,y17_M081_valueNumeric,y17_M082_valueNumeric,y17_M083_valueNumeric
9009,7,4.8,2.96,34.2,13.38,0,9.83,17.77,0.38,23.73,4.37,10.75
9011,14.1,1.08,5.62,33.47,17.87,,25.5,10.56,4.28,36.27,0.45,6.84
9013,13.6,0.62,6.18,37.85,16.6,0,36.24,30.79,,41.71,,6.12
9015,15.8,0.77,6.82,36.19,13.12,,34.98,4.95,0.42,28.53,0.52,2.49
10001,48.6,31.71,41.48,81.74,3.33,0.85,14.87,57.96,,90.81,2.56,23.57
10003,24.7,7.62,19.69,74.48,6.17,0.63,4.17,69.59,,90.66,0,33.72
10005,46,36.4,40.53,85.58,1.76,0.68,18.89,62.48,9.61,90.43,0.74,27.32
12001,31.8,5.81,9.98,21.36,56.81,0.31,4.11,42.56,7.72,62.49,0.59,18.33
12003,8.9,0.59,0.96,5.87,37.03,0,21.72,16.92,,37.17,0,
12005,15.2,2.36,0.94,4.56,9.52,,12.94,0.92,0.07,36,13.09,0.07
12007,31.3,1.07,6.85,13.48,58.72,,2.99,37.27,0.13,53.88,0,6.09
12009,24.1,6.73,3.23,8.61,83.08,,15.98,34.45,4.82,103.85,,26.46
12011,0.9,10.12,0.21,16.87,33.88,0,6.49,19.46,2.63,28.03,0.73,6.73
12013,32.5,2.81,7.01,18.78,9.05,0.22,1.32,64.18,45.56,68.61,32.23,40.36
12015,25.9,10.32,4.25,10.7,74.06,0,19.7,73.09,14.86,92.46,4.03,37.94
12017,15,1.57,2.57,13.87,64.51,0,24.82,47.93,4.1,45,,
12019,,,1.21,,,,18.78,70.1,0,47.59,0,0.3
12021,11.6,25.14,6.47,26.71,57.8,0,1.34,46.11,12.93,44.78,0.97,40.4
12023,21,3.88,6.58,22.64,43.56,0.45,3.92,31.19,,58.23,4.49,16.43
12027,82.1,17.22,18.02,19.52,71.38,0,11.67,75.73,23.2,100,3.47,60.35
12029,12.5,5.84,3.6,20.44,57.96,,1.17,40.88,,44.57,0,2.42
12031,6.1,7.79,1.21,12.6,42.44,0,4.14,43.78,1.62,44.96,,2.35
12033,14,3.39,7.88,44.96,13.84,1.34,6.36,71.55,20.21,76.74,32.63,43.01
12035,25.5,4.3,1.87,,31.05,0,2.48,56.3,,97.77,0,24.43
12037,,,0.02,,,,0,12.7,0,,0,0
12039,20,6.25,5.88,17.92,27.11,0.46,9.64,22.49,1.83,40.64,0,18.41
12041,36.7,13.25,18.79,38.31,40.02,,6.37,28.99,15.27,43.16,0.24,10.68
12043,83,15.34,8.51,7.4,65.37,0,13.7,55.73,6.63,80.01,4.94,40.32
12045,,,0.44,,,,8.09,,,6.76,0,
12047,26.9,10.13,10.22,25.77,41.3,0.21,0.98,74.16,13.82,84.21,,23.58
12049,92.3,12.4,16.73,14.41,77.31,,5.51,87.55,10.99,110.11,2.94,51.48
12051,58.5,42.31,27.49,37.31,43.12,,1.35,57.64,6.63,62.01,11.82,39.16
12053,16.6,3.91,2.71,13.75,73.17,0,41.43,49.14,8.2,71,3.66,9.04
12055,57.8,19.5,13.46,17.95,67.85,0.2,3.81,79.01,4.69,96.91,2.49,54.59
12057,27.6,14.33,11.69,19.67,67.64,,6.11,28.47,15.31,35.99,2.28,19.01
12059,33,1.04,11.85,27.14,33.56,2.53,13.79,46.48,2.92,62.54,12.4,12.42
12061,56.7,28.95,17.24,24.53,60.43,0,0.3,80.16,32.54,82.24,6.93,73.1
12063,46.8,6.7,25.92,43.36,24.18,1.79,5.42,52.1,14.43,73.64,27.53,24.24
12065,43.9,1.65,9.3,6.68,19.96,1.99,3.67,32.23,2.23,44.39,5.68,7.87
12067,26.9,18.13,9.33,30.75,42.14,,17.64,46.51,32.03,51.42,5.65,28.85
12069,30.5,10.67,7.22,17.08,57.14,0.42,10.8,51.72,7.91,62.21,3.3,25.7
12071,17.4,12.01,4.42,16.71,66.98,0,4.15,50.47,14.53,43.69,0.34,20.6
12073,21.5,2.49,1.78,5.63,19.25,0.29,3.17,10.56,,51.73,0,
12075,26.2,11.11,11.05,26.71,39.38,,2.63,39.39,19.65,53.78,0.74,19.17
12077,6.5,0.14,0.26,2.4,13.45,,16.55,,0,83.17,0,0
12079,37.6,9.79,10.65,20.88,34.03,0.9,15.82,42.7,16.66,62.6,,11.22
12081,40.5,29.34,14.96,30.91,54.77,,5.59,69.85,27.23,69.99,5.18,43.69
12083,32.5,4,7.8,15.57,59.71,0,8.55,38.99,14.39,59.28,2.84,19.84
12085,44.2,18.76,14.25,22.71,60.78,0.33,1.87,66.25,1.73,56.87,0.04,59.03
12086,6.5,46.85,4.54,64.28,13.45,,0.93,74.76,25.33,63.57,7.15,32.69
12087,0,19.16,0.01,55.09,0,0,0,22.83,0,0,0,0
12089,13.1,0.3,1.11,5.42,28.16,0,18.86,16.07,0,30.36,0,
12091,7.8,0.89,2.3,22.72,21.89,4.48,1.43,45.18,,64.85,31.3,4.39
12093,60.4,7.8,8.58,9.74,75.82,,14.9,47.62,6.23,101.7,,25.62
12095,18.9,7.45,2.71,9.71,75.04,0,14.15,45.64,4.85,65.73,1.35,22.58
12097,61.8,6.95,4.73,3.53,85.03,0,7.34,25.76,,170.49,,17.71
12099,38.8,75.99,34.88,76.74,3.47,,0.08,47.56,8.05,47.88,6.46,24.18
12101,40,1.86,5.41,8.19,73.01,,21.02,40.35,2.8,56.85,1.77,8.7
12103,1.4,4.77,0.39,23.87,,,8.48,4.97,0,,0,1.9
12105,42.4,18.19,11.4,21.04,61.74,0.2,1.9,72.17,12.94,104.85,11.22,37.17
12107,18.2,7.92,2.9,12.93,57.24,0,9.74,58.3,43.69,76.5,,44.84
12109,8.9,41.98,4.54,45.29,34.77,0,1.75,81.49,66.69,84.46,13.75,55.19
12111,61.8,21.34,18.78,19.54,61.77,,0.17,60.89,33.71,67.96,7.99,59.31
12113,13.1,1.4,8.16,52.81,18.72,1.58,3.62,61.49,16.07,57.83,26.93,24.85
12115,20,7.36,3.1,9.97,81.33,,7.65,28.84,,124.93,,11.41
12117,17.6,3.36,3.56,7.54,72.36,,2.08,9.14,0.13,19.03,0.11,6.42
12119,50.5,1.13,6.07,7.01,63.36,0.15,12.89,20.95,1.02,37.74,,3.06
12121,38.5,16.11,17.8,36.03,35.29,0.15,19.77,55.85,16.06,60.02,,23.5
12123,8.8,0.28,0.68,3.07,49.88,0,33.94,14.25,,40.61,,2.04
12125,34.5,2.88,6.59,15.8,66.58,0,2.86,64,2.37,72.03,,
12127,16.2,8.08,3.56,14.89,61.58,,10.2,45.6,4.06,62.26,0.99,13.24
12129,6.1,0.52,0.5,5.07,19.99,0,2.09,32.82,0,39.56,0,0.51
12131,13.4,1.32,3.48,16.62,30.47,3.16,6.64,33.25,0.18,52.61,16.53,
12133,12.1,1.98,4.28,26.79,25.84,3.31,13.03,25.68,,39.66,5.77,
13001,39.5,10.69,26.22,57.42,6.95,0.61,8.41,76.66,21.83,81.42,39.17,15.3
13003,33.1,12.67,18.78,50.83,14.04,,11.52,81.04,18.42,85.9,31.8,15.42
13005,34.2,9.74,21.23,53.7,14.42,0.19,6.23,59.84,24.53,80.71,29.02,12.64
13007,59.8,20.03,24.31,33.83,4.17,1.08,2.68,57.85,35.55,81.8,28.41,27.02
13009,20.5,0.25,4.8,11.94,29.2,,8.97,5.23,0,24.49,,1.13
13011,38,0.96,8.12,17.36,50.25,1.73,117.13,17.15,0.51,135.79,,
13013,21.7,1.8,5.95,20.31,52.31,,47.29,12.04,0.88,93.22,,0.21
13015,26.3,1.33,5.76,19.51,30.05,1.08,51.59,26.82,,85.03,9.33,
13017,32.8,10.14,14.01,36.78,11.83,3.3,5.56,69.28,44.73,77.76,36,57.18
13019,40.4,18.35,21.14,50.33,11.22,0.9,9.05,70.04,11.7,65.17,38.55,36.15
13021,5.7,1.15,2.55,14.51,60.53,0,11,4.66,0,15.96,0,0.42
13023,34.9,16.78,16.78,40.54,10.53,2.15,28.44,53.13,15.48,65.97,17.76,43.1
13025,8.6,3.66,2.03,13.61,18.59,0.65,5.91,42.16,2.76,57.16,,7.25
13027,56.6,12.4,29.04,43.45,8.97,2.99,1.77,71.97,14.98,75.18,39.18,29.54
13029,9.3,0.12,1.27,9.81,5.88,0.44,0.62,21.94,,74.02,,0.14
13031,45.8,8.98,29.28,56.97,6.28,2.56,5.78,60.23,14.16,88.64,41.95,31.62
13033,42.1,19.39,23.29,45.92,14.45,1.34,10.64,60.2,20.97,80.43,17.11,22.58
13035,26.6,0.06,5.45,15.96,44.07,,44.16,33.7,0,80.44,0,
13037,64.6,32.74,36.96,51.34,3.55,4.45,17.03,73.67,16.36,75.36,30.9,34.39
13039,1.4,1.15,0.54,1.41,28.21,0,1.32,,,3.6,,1.99
13043,35.3,7.03,15.75,33.59,9.52,4.67,1.87,76.73,15.23,70.65,17.87,37.43
13045,26.7,,5.71,16.78,55.22,0.93,78.4,21.23,0.05,107.73,0.06,0.41
13047,23.3,0.48,7.22,26.51,51.73,,31.74,27.41,,41.48,,
13049,4.2,,0.46,5.42,18.64,0,33.78,5.7,2.13,34,,2.09
13051,1.7,14.65,0.62,19.24,11.37,0,,41.89,39.6,47.33,0,4.34
13053,1.1,,0.04,,3.45,0,0,,0,,0,
13055,27.6,0.02,7.91,23.34,37.22,1.23,42.52,6.93,0,54.17,,0.09
13057,8.9,0.35,2.44,21.02,39.63,,30.55,15.15,,74.52,,0.2
13059,10.5,1.24,2.04,13.26,37.8,5.84,30.64,9.38,,140.46,,0.77
13061,36.1,14.62,18.41,43.41,15.99,2.9,,68.18,9.6,81.67,40.81,27.06
13063,0.6,4.75,0.18,27.97,,0,29.09,,0,,0,0
13065,5.4,13.58,1.74,26.24,9.24,,0.96,56.7,10.6,63.57,18.32,39.12
13067,1.2,0.79,0.2,11.41,55.23,0,26.58,5.41,,32.21,0,0
13069,51.4,18.67,28.1,45.51,9.78,1.91,10.87,79.8,30.01,86.12,36.18,18.55
13071,53.1,24.42,34.51,60.35,8.64,1.51,3.59,75.68,24.1,82.96,39.23,36.88
13073,12.3,0.48,1.82,7.01,22.65,2.11,29.16,4.47,,58.79,0,0.77
13075,54.3,20.18,33.62,54.57,13.78,1.83,10.64,73.83,16.98,82.09,43.36,28.73
13077,18.9,0.52,4.44,16.72,50.87,1,9.68,9.13,0.53,47.3,,0.57
13079,16.9,7.59,5.16,18.65,22.28,1.45,22.32,47.7,,48.51,,14.07
13081,62,18.66,38.37,55.98,12.86,3.38,3.19,81.73,4.66,76.86,42.24,38.42
13083,26.1,0.15,4.29,13.45,28.59,,26.22,2.12,0,32.82,,0.25
13085,14,0.13,2.89,13.01,35.8,0.93,61.75,9.24,,84.45,0,
13087,50.2,43.19,34.91,62.95,7.1,1.82,4.2,81.63,35.44,85.77,34.74,40.79
13089,0.3,4.27,0.02,,,0,11.43,,0,,,0
13091,32.5,11.29,11.45,27.24,17.85,3.11,6.74,67.52,11.26,82.94,35.37,35.46
13093,74.2,15.94,48.31,59.1,4.1,4.2,10.21,80.7,20.59,85.93,47.51,25.6
13095,30.6,28.6,11.43,32.11,10.21,2.77,20.07,72.96,,85.55,10.32,51.8
13097,5.5,3.33,1.5,23.41,31.23,0,30.29,4.69,,47.76,,
13099,51.1,19.23,24.38,41.32,9.49,4.84,5.06,81.79,24.59,83.12,32.29,21.54
13101,8.6,15.07,3.45,29.49,16.2,0.97,,97.31,19.71,102.54,25.11,62.09
13103,16.5,5.47,9.29,44.41,12.54,,1.92,80.28,32.32,83.31,19.13,33.03
13105,35.3,1.24,8.54,18.22,40.19,0.87,64.6,8.53,,57.43,3,
13107,31.8,3.48,10.49,27.11,11.83,3.9,3.93,46.91,17.73,74.7,37.23,16.13
13109,30.4,15.74,12.29,35.85,9.87,2.05,20.17,64.76,18.58,83.07,32.3,43.28
13111,6.6,1.16,1.6,20.31,31.26,,50.34,7.92,,65.14,,
13113,9.1,0.95,2.8,24.3,50.9,0,1.26,5.37,,38.33,,1.72
13115,22.9,0.91,6.65,22.92,33.71,1.08,32.89,14.75,,74.52,0.85,
13117,12.6,1.43,3.69,21.63,46.83,0,67.78,13.4,0,111.19,,0.4
13119,47.1,0.27,12.55,19.22,54.01,0.47,100.26,21.25,0.31,101.8,,0.1
13121,3.6,1.54,0.64,9.42,28.77,0.33,21.46,8.71,0.41,49.01,0,
13123,10.4,0.49,2.53,17.35,37.75,3.32,82.5,8.26,,62.38,1.67,5.01
13125,23.3,,6.59,19.38,12.7,3.3,32.29,38.48,,53.63,20.57,
13127,0.7,3.58,0.08,,40.21,,55.17,6.9,0,53.2,0,
13129,32.8,1.36,13.07,34.69,44.02,0.1,38.16,22.58,,81.23,,
13131,42.5,10.7,23.94,46.52,9.23,4.34,5.49,62.88,6.8,77.3,22.14,23.82
13133,30.5,0.24,3.63,9.77,28.83,,84.65,3.52,0,30.27,0,0
13135,3.9,0.97,1.09,16.68,52.82,,,10.32,,44.23,,
13137,14.5,0.21,5.5,30.52,45.48,,58.4,5.47,,57.77,0,1.12
13139,16.2,0.13,5.47,27.82,49.22,1.37,62.2,9.15,1.02,84.39,,0.14
13141,12.9,1.38,1.9,10.13,25.27,1.44,6.99,5.75,0.28,35.14,0,4.95
13143,14.9,0.9,4.28,24.43,47.97,,53.96,13.7,,74,0.1,0.25
13145,14.1,0.68,4.11,16.45,36.81,0.42,1.33,26.14,0,47.83,0,
13147,44.6,3.38,17.57,31.17,41.67,3.15,73.75,16.31,2.97,86.26,,4.99
13149,20.3,0.79,4.03,16.34,48.68,,68.07,3.37,0,106.71,,0
13151,6.1,0.77,1.66,20.26,48.25,,44.34,11.31,0,84.37,,
13153,16.3,19.43,7.6,38.68,17.52,3.47,6.45,46.61,,68.17,23.12,22.34
13155,54.1,25.54,32.33,52.68,9.18,3.04,6.77,71.71,15.4,85.15,41.39,18.62
13157,34.3,1.92,9.11,21.1,50.25,1.04,68.71,14.95,,120.82,0.66,1.46
13159,18.2,0.59,3.39,14.46,42.24,0.61,19.32,11.47,0,55.71,0,1.95
13161,33.8,14.33,21.88,56.31,6.04,0.82,10.23,77.81,11.29,91.04,20.24,43
13163,37.1,26.92,20.68,48.16,10.18,1.6,18.89,67.4,3.45,77.98,14.34,28.13
13165,35.7,9.2,15.03,38.08,7.97,3.16,8.27,40.33,5.79,73.45,39.92,19.09
13167,38.6,12.16,12.91,22.72,16.47,3.22,22.55,40.79,,66.46,10.2,24.52
13169,14.4,,2.83,10.7,26.13,2.59,19.83,3.53,0,18.73,0,
13171,27.5,0.74,8.65,19.36,35.6,0.89,19.65,10.81,,49.19,,
13173,39.4,15.55,21.41,47.6,6.15,1.47,,92.59,5.6,96.78,53.81,55.2
13175,30,6.02,8.26,19.21,10.82,6.32,13.55,50.73,14.33,64.83,21.21,20.42
13177,52.8,15.86,26.39,45.39,6.57,3.56,3.46,76.53,26.6,82.24,28.7,48.42
13179,1.9,1.29,0.3,,20.9,,8.83,9.73,4.51,53.16,0,
13181,13.6,,2.46,10.31,39.84,,16.67,7.49,0,40.98,,0
13183,4,0.95,1.18,14.31,35.53,,11.67,25.16,0,44.53,,1.19
13185,19.5,11.31,7.69,31.29,13.1,2.56,0.71,63.25,17.26,70.97,26.65,42.21
13187,14.9,0.61,3.81,19.69,33.68,,55.34,28.1,,72.73,5.96,1.45
13189,26.5,1.48,6.65,14.46,33.86,6.69,10.2,11.64,,44.45,,5.81
13191,3.6,,0.38,6.01,41.76,0,0,,0,60.89,,
13193,43.4,22.67,23.21,46,12.64,5.2,18.54,61.32,18.15,79.6,25.09,26.54
13195,37.9,0.47,12.74,27,42.93,2.12,80.18,24.48,,90.39,,
13197,27.3,2.82,6.15,18.21,35.07,1.55,51.7,23.3,8.29,68.82,,7.62
13199,22.1,1.43,4.32,11.72,33.12,1.55,7.6,11.14,,51.26,0,5.56
13201,44.4,33.21,30.2,61.25,11.86,0.34,9.29,80.22,31.86,81.81,33.66,35.85
13205,57.9,35.13,37.17,58.13,9.25,2.98,6.22,81.79,19.01,87.11,31.6,41.71
13207,19.2,0.07,2.2,7.13,26.43,0.38,85.38,33.26,,77.56,0.57,0.47
13209,38.9,12.04,14.67,29.25,14.1,2.5,,63.01,0.36,69.37,28.21,35.9
13211,39.7,1.24,11.69,25.38,37.57,2.03,42.93,24.69,0,66.97,9.7,0.47
13213,21.4,1.83,5.39,19.59,50.33,0.93,58.13,22.25,0,87.39,,
13215,6.7,,2.1,4.31,56.32,0,,1.41,0,20.31,0,0
13217,24.4,0.18,4.88,16.11,37.07,0.98,32.55,20.06,0,87.69,,0.67
13219,30.2,1.66,6.71,16.93,39.18,2.18,62.61,9.81,1.68,78.11,,2.63
13221,26,2.21,6.38,17.77,36.78,1.92,59.19,14.98,,60.06,,2.28
13223,7.4,0.62,2.03,19.45,45.34,,29.29,5.78,0,62.49,0,
13225,60.4,28.27,35.16,49.61,10.32,1.1,2.68,75.04,,87.43,3.26,67.13
13227,11.2,0.37,2.72,16.87,51.1,,116.51,15.74,0,107.39,0,1.11
13229,37.2,10.31,21.87,51.77,5.69,0.73,0.59,79.73,11.24,87.34,39.44,42.05
13231,29.5,1.63,6.2,12.19,43.83,1.23,41.19,13.4,,47.16,,1.76
13233,31.3,0.2,14.43,41.14,27.8,0.68,29.88,4.52,,23.63,2.47,
13235,33,26.65,18.07,44.44,11.92,3.17,2.88,81.96,19.1,86.04,31.83,31.63
13237,17.3,4.58,6.67,25.11,38.01,,46.28,15.2,,43.62,0,
13239,19.9,,4.34,11.1,17.3,5.61,,,,48.52,,
13241,3.2,,1.31,31.99,36.89,0,39.18,24.57,,58.63,0.45,1.58
13243,44.5,27.57,24.18,41.92,8.17,3.94,3.08,60.81,19.59,77,28.06,27.71
13245,6.4,0.68,2,16.14,18.34,,14.48,5.02,0,50.42,0,1.23
13247,5.1,1,1.18,20.55,39.12,0,,37.83,0,94.48,0,
13249,32.7,,7.95,16.74,14.05,3.84,20.13,10.52,0,32.69,0,27.77
13251,45.3,17.32,19.59,37.66,4.11,2.01,6.44,55.34,13.58,90.46,40.45,29.7
13253,69.7,39.05,52.78,66.72,6.04,1.83,,68.17,27.88,76.95,26.09,46.59
13255,13.6,0.31,3.84,20.12,46.86,,13.72,14.38,,97.42,,0.87
13257,17,0.12,4.17,17.35,53.3,,81.99,40.08,,71.78,0,
13259,17.4,0.49,2.6,6.74,7.27,6.5,6.27,4.78,0,10.06,21.93,
13261,56.6,23.64,31.31,45.42,8.51,6.79,2.28,75.16,15.61,81.71,21.22,30.44
13263,12,0.1,1.93,8.71,22,4.65,27.12,,0,40.52,0,0.08
13265,14.4,0.47,1.73,10.36,43.11,,216.04,,,98.38,0,0
13267,37,12.87,17.09,34.06,15.51,2.9,13,65.91,16.64,76.99,14.11,33.69
13269,26.6,6.34,8.38,20.45,18,2.63,13.09,26.66,0,38.15,0,5.54
13271,18.6,12.33,6.26,26.5,12.34,3.3,6.26,56.58,16.1,52.97,29.08,23.8
13273,62.4,23.88,41.08,50.26,3.75,9.27,5.83,72.41,14.76,84.12,34.23,35.39
13275,53.7,6.11,24.47,40.32,10.6,2.24,8.68,88.86,24.85,92.37,43.1,28.94
13277,72.2,27.65,46.11,54.99,9.4,2.34,1.36,81.5,19.47,93.26,42.99,31.42
13279,34.6,20.49,16.91,40.75,15.7,1.8,9.4,63.58,12.9,77.6,16.84,32.34
13281,6.3,0.36,1.91,24.53,47.33,,31.03,2.01,,63.87,,
13283,29,3.78,9.01,21,12.01,2,2.38,27.94,,60.2,11.25,
13285,16.9,0.35,2.42,9.25,38.83,0,40.84,5.33,,58.89,0,
13287,50.6,30.12,31.85,52.54,9.42,5.34,,80.14,30.04,83.81,43.44,33.62
13289,17.1,8.93,6.1,27.87,9.55,0.67,,53.81,14.54,66.5,55.93,
13291,9.4,0.17,3.56,28.89,43.39,0.43,22.33,1.8,0,56.44,0.2,0.3
13293,15.3,1.75,4.59,20.84,42.78,,30.64,34.38,2.78,64.44,0,13.74
13295,31.8,0.18,9.14,22.45,41.83,1.52,40.43,10.87,0.79,72.54,0.59,
13297,22.7,1.72,6.43,18.91,40.88,0.69,36.04,5.88,,75.28,,0.78
13299,11.1,6.73,3.95,30.94,9.06,1.24,5.13,60.37,27.82,70.71,29.92,24.73
13301,20.9,,6.22,15.82,28.33,1.38,27.39,22.38,4,25.99,14.52,
13303,22.1,9.19,8.09,26.49,12.65,2.44,18.31,52.01,0.3,57.01,8.46,23.85
13305,15.2,9.35,4.94,25.1,10.91,0.24,2.94,51.94,18.6,64.78,20.39,16.34
13307,44.6,17.4,24.87,42.34,14.06,4.43,3.97,60.3,31.72,75.14,19.78,42.95
13309,29.9,1.21,3.86,7.76,4.5,2.09,6.39,33.54,,54.63,7.61,
13311,12.1,0.76,4.03,27.19,38.17,0.59,48.29,15.3,0.51,82.17,,0.53
13313,19.7,,4.89,20.05,54.74,2.19,73,12.5,0,53.32,,0.05
13315,37.5,20.95,22.39,52.58,9.72,5.31,7.68,87.07,22.33,90.55,42.68,30
13317,30.3,0.62,6.27,13.47,27.4,0.67,52.77,6.92,,36.71,,1.23
13319,10.6,1.41,3.86,18.59,17.27,4.69,29.57,13.15,,22.23,3.12,
13321,59.6,22.58,35.56,51.22,7.32,2.4,2.43,70.69,15.01,85.97,31.21,27.73
15001,25.8,1,3.19,8.8,74.7,,4.33,35.01,1.31,71.05,0.93,2.91
15003,18.7,16.27,6,19.03,36.14,,1.1,45.14,14.72,38.17,9.32,17.42
15007,37.8,14.82,7.38,3.64,66.7,0,0.54,7.75,0.53,35.89,0.81,3.4
15009,33.1,1.95,7.53,2.86,68.49,0,1.37,15.72,0.73,27.26,0.63,2.75
16001,16.7,50.96,9.34,52.23,38.39,,14.35,32.95,1.12,54.96,1.5,8.66
16003,18.7,13.62,1.94,9.41,85.27,,3.24,2.83,0,49.47,0,0
16005,44.2,12.69,25.49,23.93,39.36,22.37,1.15,5.41,,41.86,,
16007,47.5,18.41,17.34,27.72,65.6,3.85,5.13,0.71,0,32.93,0,
16009,28.1,0.16,16.51,43.81,4.86,4.6,0.45,15.5,0,73,1.17,21
16011,69.6,35.79,29.68,37.04,55.76,2.87,2.79,42.04,8.48,65.42,10.71,28.77
16013,12.5,17.66,3.09,18.11,74.4,,4.71,34.91,0,63.4,,0
16015,4.4,2.46,0.14,1.7,94.34,,30.06,,0,44.43,0,
16017,8,1.33,2.96,26.16,29.27,2.09,4.33,1.74,,20.83,0.02,
16019,35.1,31.42,21.82,41.22,35.93,15.15,2.27,35.3,6.45,72.94,9.36,9.16
16021,8.5,3.32,5.48,51.95,19.21,0.54,1.9,32.31,0,54.85,5.77,34.61
16023,9.1,53.2,5.49,53.45,35.49,0.19,6.3,21.25,0,40.42,1.65,8.62
16025,28,14.23,14.33,43.42,42.74,2.56,0.97,6.27,0,23.76,0,0
16027,73.2,77.62,58.4,73.64,16.16,0.16,11.62,52.13,4.1,79.72,5.63,20.32
16029,32.5,16.68,19.23,40.51,37.03,11.24,1.5,9.78,0.95,61.56,2.52,9.92
16031,39.2,40.31,23.45,44.64,39.03,7.91,10.19,51.97,8.72,71.64,2.22,26.35
16033,13.2,21.15,3.61,23.25,71.5,3.86,1.85,33.97,0,70.99,,19.22
16035,3.6,,1.58,31.2,32.42,2.49,0.57,6.64,,48.71,,19.48
16037,4.7,40.65,1.58,24.89,64.65,0.38,20.14,12.48,0.32,18.39,,2.8
16039,18.2,31.57,7.56,34.28,60.95,,9.29,40.36,5.31,73.22,0.92,6.84
16041,53.8,28.58,31.13,39.23,36.77,9.89,8.26,9.12,0,48.25,,1.52
16043,23.4,36.45,14.33,51.3,35.83,6.27,1.64,44.72,7.5,73.35,16.42,29.32
16045,51.1,16.33,7.91,12.86,81.04,0.07,13.48,18.44,,67.9,0.63,3.74
16047,40.3,64.65,26.84,63.37,25.23,,26.7,26.79,,66.06,0.44,7.58
16049,9.9,0.5,3.33,20.43,65.55,0.99,1.31,5.86,0.05,66.41,2.44,25.28
16051,47.6,59.46,32.61,60.73,32.19,0.7,3.69,28.34,14.79,54.2,13.14,18.38
16053,44.9,78.57,35.19,75.33,12.45,0.43,32.48,49.93,5.87,74.78,3.51,19.54
16055,17.6,9.78,7.86,32.61,17.7,3.63,2.85,10.21,0,60.6,,3.57
16057,50.8,0.05,36.99,58.58,19.73,4.22,0.43,11.2,0.66,78.12,8.85,29.93
16059,6,41.51,1.59,23.15,73.16,,9.26,,0,12.74,0,0.02
16061,65.4,,49.31,55.48,20.95,2.66,0.16,15.76,0.07,79.48,3.67,22.09
16063,17.5,57.31,11.04,54.94,35.38,0.67,11.44,23.45,0,56.57,,4.19
16065,65.3,64.23,53.27,72.24,16.3,5.69,1.78,44.57,11.66,73.47,14.74,31.05
16067,55.2,86.97,50.07,85.36,8.19,2.04,3.55,73.32,11.71,83.53,6.31,30.35
16069,70.3,0.29,43.06,51.42,35.65,1.91,0.15,17.62,3.07,90.64,3.92,40.33
16071,41.7,8.05,19.72,20.22,51.8,15.45,3.7,2.89,0,26.6,,0.93
16073,14.8,16.36,2.81,16.04,77.34,,9.41,43.05,9.54,66.87,0.62,7.94
16075,62.4,36.37,22.03,32.42,62.75,0.1,11.56,33.35,7.58,71.14,2.86,15.35
16077,54.1,30.38,42.45,43.96,19.06,23.15,0.63,34.23,10.09,56.68,2.83,24.65
16079,0.1,2.83,0.04,21.27,46.32,0,9.16,,0,30.96,0,0
16081,40.8,41.65,29.36,57.32,20.21,6.99,2.58,25.75,3.08,59.59,2.49,22.53
16083,38.1,51.51,20.92,49.81,42.69,1.01,16.26,37.17,3.13,75.16,2.07,10.18
16085,2.2,43.39,0.18,6.86,84.95,0,21.98,1.99,0,62.75,0,0
16087,50.4,8.29,8.64,10.8,81.27,1.3,4.27,17.23,1.21,40.63,0.4,2.72
17001,87.3,2.29,69.94,74.02,9.05,3,3.15,39.24,3.5,84.78,0.36,7.05
17003,33.5,5.12,28.58,76.73,4.95,2.4,0.51,32.13,,85.93,0,4.94
17005,71,0.02,61.57,82.71,4.66,3.37,4,44.43,4.11,90.85,0.07,15.43
17007,63.2,0.79,59.02,90.9,3.21,0.36,3.26,25.35,7.11,93.81,,3.23
17009,72.4,0.11,45.08,49.15,13.22,9.52,3.96,25.38,7.36,68.56,0,3.26
17011,78.6,3.09,73.39,89.65,2.21,2.71,1.52,48.47,8.59,93.29,,23.92
17013,70.6,,42.29,47.5,12.1,8.78,1.67,20.66,3.28,73.65,0.33,4.55
17015,86.3,4.32,73.74,79.19,5.5,4.55,7.79,38.88,7.71,88.51,0.2,21.16
17017,82.1,15.41,70.61,79.04,4.71,5.73,0.54,30.46,2.91,86.52,3.55,8.52
17019,91.4,2.44,88.85,94.45,0.81,1.49,0.56,32.74,5.15,95.27,0.32,9.17
17021,88.7,0.01,84.27,92.5,1.11,2.15,0.68,36.16,7.41,94.11,0,11.89
17023,81.4,4.5,70.95,82.38,3.31,2.93,1.43,24.08,5.08,87.96,,5.24
17025,98.2,,86.31,80.88,3.8,5.22,7.06,27.08,4.35,87.46,,8.38
17027,77.7,0.53,70.82,87.65,1.54,2.11,7.44,39.32,3.94,90.84,,12.59
17029,72.8,0.02,67.58,88.22,2.21,2.82,1.06,23.77,4.15,91.51,0.03,7.03
17031,2,0.96,1.78,84.81,5.49,1.44,5.6,,,83.5,,7.25
17033,77.4,4.14,68.14,83.33,2.3,4.86,1.96,33.21,8.31,89.21,,11
17035,77.6,0.56,65.79,76.71,2.45,6.28,4.49,31.13,3.08,86.37,0.25,8.11
17037,92,0.14,89.74,95.25,0.68,1.22,5.17,32.2,6.95,92.33,0.54,9.71
